hs_contact_id,sf_lead_id,match_confidence
HS-003620,LEAD-003620,high
HS-003621,LEAD-003621,high
HS-003622,LEAD-003622,high
HS-003623,LEAD-003623,high
HS-003624,LEAD-003624,high
HS-003625,LEAD-003625,high
HS-003626,LEAD-003626,high
HS-003627,LEAD-003627,high
HS-003628,LEAD-003628,high
HS-003629,LEAD-003629,high
HS-003630,LEAD-003630,high
HS-003631,LEAD-003631,high
HS-003632,LEAD-003632,high
HS-003633,LEAD-003633,high
HS-003634,LEAD-003634,high
HS-003635,LEAD-003635,high
HS-003636,LEAD-003636,high
HS-003637,LEAD-003637,high
HS-003638,,low
HS-003639,LEAD-003639,high
HS-003640,LEAD-003640,high
HS-003641,,low
HS-003642,LEAD-003642,high
HS-003643,LEAD-003643,high
HS-003644,,low
HS-003645,,low
HS-003646,LEAD-003646,high
HS-003647,LEAD-003647,high
HS-003648,LEAD-003648,high
HS-003649,LEAD-003649,high
HS-003650,LEAD-003650,high
HS-003651,LEAD-003651,high
HS-003652,LEAD-003652,high
HS-003653,LEAD-003653,high
HS-003654,LEAD-003654,high
HS-003655,LEAD-003655,high
HS-003656,,low
HS-003657,LEAD-003657,high
HS-003658,LEAD-003658,high
HS-003659,LEAD-003659,high
HS-003660,LEAD-003660,high
HS-003661,,low
HS-003662,LEAD-003662,high
HS-003663,LEAD-003663,high
HS-003664,,low
HS-003665,,low
HS-003666,LEAD-003666,high
HS-003667,LEAD-003667,high
HS-003668,LEAD-003668,high
HS-003669,LEAD-003669,high
HS-003670,LEAD-003670,high
HS-003671,LEAD-003671,high
HS-003672,LEAD-003672,high
HS-003673,LEAD-003673,high
HS-003674,LEAD-003674,high
HS-003675,LEAD-003675,high
HS-003676,LEAD-003676,high
HS-003677,LEAD-003677,high
HS-003678,LEAD-003678,high
HS-003679,LEAD-003679,high
HS-003680,LEAD-003680,high
HS-003681,LEAD-003681,high
HS-003682,LEAD-003682,high
HS-003683,LEAD-003683,high
HS-003684,LEAD-003684,high
HS-003685,LEAD-003685,high
HS-003686,LEAD-003686,high
HS-003687,LEAD-003687,high
HS-003688,LEAD-003688,high
HS-003689,LEAD-003689,high
HS-003690,LEAD-003690,high
HS-003691,LEAD-003691,high
HS-003692,LEAD-003692,high
HS-003693,LEAD-003693,high
HS-003694,LEAD-003694,high
HS-003695,LEAD-003695,high
HS-003696,LEAD-003696,high
HS-003697,LEAD-003697,high
HS-003698,LEAD-003698,high
HS-003699,LEAD-003699,high
HS-003700,LEAD-003700,high
HS-003701,LEAD-003701,high
HS-003702,LEAD-003702,high
HS-003703,LEAD-003703,high
HS-003704,LEAD-003704,high
HS-003705,LEAD-003705,high
HS-003706,LEAD-003706,high
HS-003707,,low
HS-003708,LEAD-003708,high
HS-003709,,low
HS-003710,LEAD-003710,high
HS-003711,LEAD-003711,high
HS-003712,LEAD-003712,high
HS-003713,LEAD-003713,high
HS-003714,LEAD-003714,high
HS-003715,LEAD-003715,high
HS-003716,LEAD-003716,high
HS-003717,,low
HS-003718,LEAD-003718,high
HS-003719,LEAD-003719,high
HS-003720,LEAD-003720,high
HS-003721,LEAD-003721,high
HS-003722,LEAD-003722,high
HS-003723,LEAD-003723,high
HS-003724,LEAD-003724,high
HS-003725,LEAD-003725,high
HS-003726,LEAD-003726,high
HS-003727,LEAD-003727,high
HS-003728,LEAD-003728,high
HS-003729,LEAD-003729,high
HS-003730,LEAD-003730,high
HS-003731,LEAD-003731,high
HS-003732,LEAD-003732,high
HS-003733,LEAD-003733,high
HS-003734,LEAD-003734,high
HS-003735,LEAD-003735,high
HS-003736,LEAD-003736,high
HS-003737,LEAD-003737,high
HS-003738,LEAD-003738,high
HS-003739,LEAD-003739,high
HS-003740,LEAD-003740,high
HS-003741,LEAD-003741,high
HS-003742,LEAD-003742,high
HS-003743,LEAD-003743,high
HS-003744,LEAD-003744,high
HS-003745,LEAD-003745,high
HS-003746,LEAD-003746,high
HS-003747,LEAD-003747,high
HS-003748,LEAD-003748,high
HS-003749,LEAD-003749,high
HS-003750,LEAD-003750,high
HS-003751,LEAD-003751,high
HS-003752,LEAD-003752,high
HS-003753,LEAD-003753,high
HS-003754,LEAD-003754,high
HS-003755,,low
HS-003756,LEAD-003756,high
HS-003757,LEAD-003757,high
HS-003758,LEAD-003758,high
HS-003759,LEAD-003759,high
HS-003760,LEAD-003760,high
HS-003761,LEAD-003761,high
HS-003762,LEAD-003762,high
HS-003763,LEAD-003763,high
HS-003764,LEAD-003764,high
HS-003765,LEAD-003765,high
HS-003766,LEAD-003766,high
HS-003767,LEAD-003767,high
HS-003768,LEAD-003768,high
HS-003769,LEAD-003769,high
HS-003770,LEAD-003770,high
HS-003771,LEAD-003771,high
HS-003772,LEAD-003772,high
HS-003773,,low
HS-003774,LEAD-003774,high
HS-003775,LEAD-003775,high
HS-003776,LEAD-003776,high
HS-003777,,low
HS-003778,LEAD-003778,high
HS-003779,LEAD-003779,high
HS-003780,LEAD-003780,high
HS-003781,LEAD-003781,high
HS-003782,LEAD-003782,high
HS-003783,LEAD-003783,high
HS-003784,LEAD-003784,high
HS-003785,LEAD-003785,high
HS-003786,LEAD-003786,high
HS-003787,LEAD-003787,high
HS-003788,LEAD-003788,high
HS-003789,LEAD-003789,high
HS-003790,,low
HS-003791,,low
HS-003792,LEAD-003792,high
HS-003793,LEAD-003793,high
HS-003794,LEAD-003794,high
HS-003795,LEAD-003795,high
HS-003796,LEAD-003796,high
HS-003797,LEAD-003797,high
HS-003798,,low
HS-003799,,low
HS-003800,LEAD-003800,high
HS-003801,LEAD-003801,high
HS-003802,LEAD-003802,high
HS-003803,LEAD-003803,high
HS-003804,LEAD-003804,high
HS-003805,,low
HS-003806,LEAD-003806,high
HS-003807,LEAD-003807,high
HS-003808,LEAD-003808,high
HS-003809,LEAD-003809,high
HS-003810,LEAD-003810,high
HS-003811,LEAD-003811,high
HS-003812,LEAD-003812,high
HS-003813,LEAD-003813,high
HS-003814,LEAD-003814,high
HS-003815,LEAD-003815,high
HS-003816,LEAD-003816,high
HS-003817,LEAD-003817,high
HS-003818,LEAD-003818,high
HS-003819,LEAD-003819,high
HS-003820,LEAD-003820,high
HS-003821,LEAD-003821,high
HS-003822,LEAD-003822,high
HS-003823,LEAD-003823,high
HS-003824,LEAD-003824,high
HS-003825,LEAD-003825,high
HS-003826,LEAD-003826,high
HS-003827,LEAD-003827,high
HS-003828,LEAD-003828,high
HS-003829,LEAD-003829,high
HS-003830,LEAD-003830,high
HS-003831,,low
HS-003832,LEAD-003832,high
HS-003833,LEAD-003833,high
HS-003834,LEAD-003834,high
HS-003835,LEAD-003835,high
HS-003836,LEAD-003836,high
HS-003837,LEAD-003837,high
HS-003838,LEAD-003838,high
HS-003839,LEAD-003839,high
HS-003840,LEAD-003840,high
HS-003841,LEAD-003841,high
HS-003842,LEAD-003842,high
HS-003843,LEAD-003843,high
HS-003844,LEAD-003844,high
HS-003845,LEAD-003845,high
HS-003846,LEAD-003846,high
HS-003847,LEAD-003847,high
HS-003848,LEAD-003848,high
HS-003849,LEAD-003849,high
HS-003850,LEAD-003850,high
HS-003851,,low
HS-003852,LEAD-003852,high
HS-003853,LEAD-003853,high
HS-003854,LEAD-003854,high
HS-003855,LEAD-003855,high
HS-003856,LEAD-003856,high
HS-003857,LEAD-003857,high
HS-003858,LEAD-003858,high
HS-003859,LEAD-003859,high
HS-003860,LEAD-003860,high
HS-003861,LEAD-003861,high
HS-003862,LEAD-003862,high
HS-003863,LEAD-003863,high
HS-003864,LEAD-003864,high
HS-003865,LEAD-003865,high
HS-003866,LEAD-003866,high
HS-003867,LEAD-003867,high
HS-003868,LEAD-003868,high
HS-003869,LEAD-003869,high
HS-003870,LEAD-003870,high
HS-003871,LEAD-003871,high
HS-003872,LEAD-003872,high
HS-003873,LEAD-003873,high
HS-003874,LEAD-003874,high
HS-003875,LEAD-003875,high
HS-003876,LEAD-003876,high
HS-003877,LEAD-003877,high
HS-003878,LEAD-003878,high
HS-003879,LEAD-003879,high
HS-003880,LEAD-003880,high
HS-003881,LEAD-003881,high
HS-003882,LEAD-003882,high
HS-003883,LEAD-003883,high
HS-003884,LEAD-003884,high
HS-003885,,low
HS-003886,LEAD-003886,high
HS-003887,LEAD-003887,high
HS-003888,LEAD-003888,high
HS-003889,LEAD-003889,high
HS-003890,LEAD-003890,high
HS-003891,,low
HS-003892,LEAD-003892,high
HS-003893,LEAD-003893,high
HS-003894,LEAD-003894,high
HS-003895,LEAD-003895,high
HS-003896,LEAD-003896,high
HS-003897,LEAD-003897,high
HS-003898,LEAD-003898,high
HS-003899,LEAD-003899,high
HS-003900,LEAD-003900,high
HS-003901,,low
HS-003902,LEAD-003902,high
HS-003903,LEAD-003903,high
HS-003904,LEAD-003904,high
HS-003905,LEAD-003905,high
HS-003906,LEAD-003906,high
HS-003907,LEAD-003907,high
HS-003908,LEAD-003908,high
HS-003909,LEAD-003909,high
HS-003910,LEAD-003910,high
HS-003911,LEAD-003911,high
HS-003912,LEAD-003912,high
HS-003913,LEAD-003913,high
HS-003914,LEAD-003914,high
HS-003915,LEAD-003915,high
HS-003916,LEAD-003916,high
HS-003917,LEAD-003917,high
HS-003918,LEAD-003918,high
HS-003919,LEAD-003919,high
HS-003920,LEAD-003920,high
HS-003921,LEAD-003921,high
HS-003922,,low
HS-003923,LEAD-003923,high
HS-003924,,low
HS-003925,LEAD-003925,high
HS-003926,LEAD-003926,high
HS-003927,LEAD-003927,high
HS-003928,LEAD-003928,high
HS-003929,LEAD-003929,high
HS-003930,LEAD-003930,high
HS-003931,LEAD-003931,high
HS-003932,LEAD-003932,high
HS-003933,LEAD-003933,high
HS-003934,LEAD-003934,high
HS-003935,LEAD-003935,high
HS-003936,LEAD-003936,high
HS-003937,LEAD-003937,high
HS-003938,LEAD-003938,high
HS-003939,LEAD-003939,high
HS-003940,LEAD-003940,high
HS-003941,LEAD-003941,high
HS-003942,LEAD-003942,high
HS-003943,LEAD-003943,high
HS-003944,LEAD-003944,high
HS-003945,LEAD-003945,high
HS-003946,LEAD-003946,high
HS-003947,LEAD-003947,high
HS-003948,LEAD-003948,high
HS-003949,LEAD-003949,high
HS-003950,LEAD-003950,high
HS-003951,LEAD-003951,high
HS-003952,LEAD-003952,high
HS-003953,LEAD-003953,high
HS-003954,LEAD-003954,high
HS-003955,LEAD-003955,high
HS-003956,LEAD-003956,high
HS-003957,LEAD-003957,high
HS-003958,LEAD-003958,high
HS-003959,LEAD-003959,high
HS-003960,LEAD-003960,high
HS-003961,LEAD-003961,high
HS-003962,LEAD-003962,high
HS-003963,LEAD-003963,high
HS-003964,,low
HS-003965,LEAD-003965,high
HS-003966,LEAD-003966,high
HS-003967,LEAD-003967,high
HS-003968,LEAD-003968,high
HS-003969,LEAD-003969,high
HS-003970,LEAD-003970,high
HS-003971,LEAD-003971,high
HS-003972,,low
HS-003973,LEAD-003973,high
HS-003974,,low
HS-003975,,low
HS-003976,LEAD-003976,high
HS-003977,LEAD-003977,high
HS-003978,,low
HS-003979,LEAD-003979,high
HS-003980,LEAD-003980,high
HS-003981,LEAD-003981,high
HS-003982,LEAD-003982,high
HS-003983,LEAD-003983,high
HS-003984,LEAD-003984,high
HS-003985,LEAD-003985,high
HS-003986,LEAD-003986,high
HS-003987,LEAD-003987,high
HS-003988,LEAD-003988,high
HS-003989,LEAD-003989,high
HS-003990,LEAD-003990,high
HS-003991,LEAD-003991,high
HS-003992,LEAD-003992,high
HS-003993,LEAD-003993,high
HS-003994,LEAD-003994,high
HS-003995,LEAD-003995,high
HS-003996,LEAD-003996,high
HS-003997,LEAD-003997,high
HS-003998,LEAD-003998,high
HS-003999,LEAD-003999,high
HS-004000,LEAD-004000,high
HS-004001,LEAD-004001,high
HS-004002,,low
HS-004003,LEAD-004003,high
HS-004004,LEAD-004004,high
HS-004005,LEAD-004005,high
HS-004006,LEAD-004006,high
HS-004007,LEAD-004007,high
HS-004008,LEAD-004008,high
HS-004009,LEAD-004009,high
HS-004010,,low
HS-004011,LEAD-004011,high
HS-004012,LEAD-004012,high
HS-004013,LEAD-004013,high
HS-004014,LEAD-004014,high
HS-004015,LEAD-004015,high
HS-004016,LEAD-004016,high
HS-004017,,low
HS-004018,LEAD-004018,high
HS-004019,LEAD-004019,high
HS-004020,LEAD-004020,high
HS-004021,,low
HS-004022,LEAD-004022,high
HS-004023,LEAD-004023,high
HS-004024,LEAD-004024,high
HS-004025,LEAD-004025,high
HS-004026,LEAD-004026,high
HS-004027,LEAD-004027,high
HS-004028,LEAD-004028,high
HS-004029,LEAD-004029,high
HS-004030,LEAD-004030,high
HS-004031,LEAD-004031,high
HS-004032,LEAD-004032,high
HS-004033,,low
HS-004034,LEAD-004034,high
HS-004035,LEAD-004035,high
HS-004036,LEAD-004036,high
HS-004037,LEAD-004037,high
HS-004038,LEAD-004038,high
HS-004039,LEAD-004039,high
HS-004040,LEAD-004040,high
HS-004041,LEAD-004041,high
HS-004042,LEAD-004042,high
HS-004043,LEAD-004043,high
HS-004044,LEAD-004044,high
HS-004045,LEAD-004045,high
HS-004046,LEAD-004046,high
HS-004047,LEAD-004047,high
HS-004048,LEAD-004048,high
HS-004049,LEAD-004049,high
HS-004050,LEAD-004050,high
HS-004051,,low
HS-004052,LEAD-004052,high
HS-004053,,low
HS-004054,LEAD-004054,high
HS-004055,LEAD-004055,high
HS-004056,LEAD-004056,high
HS-004057,LEAD-004057,high
HS-004058,LEAD-004058,high
HS-004059,LEAD-004059,high
HS-004060,LEAD-004060,high
HS-004061,,low
HS-004062,LEAD-004062,high
HS-004063,LEAD-004063,high
HS-004064,LEAD-004064,high
HS-004065,LEAD-004065,high
HS-004066,LEAD-004066,high
HS-004067,LEAD-004067,high
HS-004068,LEAD-004068,high
HS-004069,LEAD-004069,high
HS-004070,LEAD-004070,high
HS-004071,LEAD-004071,high
HS-004072,LEAD-004072,high
HS-004073,,low
HS-004074,LEAD-004074,high
HS-004075,,low
HS-004076,LEAD-004076,high
HS-004077,LEAD-004077,high
HS-004078,LEAD-004078,high
HS-004079,LEAD-004079,high
HS-004080,,low
HS-004081,LEAD-004081,high
HS-004082,LEAD-004082,high
HS-004083,LEAD-004083,high
HS-004084,LEAD-004084,high
HS-004085,LEAD-004085,high
HS-004086,LEAD-004086,high
HS-004087,LEAD-004087,high
HS-004088,,low
HS-004089,LEAD-004089,high
HS-004090,LEAD-004090,high
HS-004091,,low
HS-004092,,low
HS-004093,LEAD-004093,high
HS-004094,LEAD-004094,high
HS-004095,LEAD-004095,high
HS-004096,LEAD-004096,high
HS-004097,LEAD-004097,high
HS-004098,LEAD-004098,high
HS-004099,LEAD-004099,high
HS-004100,LEAD-004100,high
HS-004101,LEAD-004101,high
HS-004102,LEAD-004102,high
HS-004103,LEAD-004103,high
HS-004104,LEAD-004104,high
HS-004105,LEAD-004105,high
HS-004106,LEAD-004106,high
HS-004107,LEAD-004107,high
HS-004108,LEAD-004108,high
HS-004109,LEAD-004109,high
HS-004110,LEAD-004110,high
HS-004111,LEAD-004111,high
HS-004112,LEAD-004112,high
HS-004113,LEAD-004113,high
HS-004114,LEAD-004114,high
HS-004115,LEAD-004115,high
HS-004116,LEAD-004116,high
HS-004117,LEAD-004117,high
HS-004118,LEAD-004118,high
HS-004119,LEAD-004119,high
HS-004120,LEAD-004120,high
HS-004121,LEAD-004121,high
HS-004122,LEAD-004122,high
HS-004123,,low
HS-004124,LEAD-004124,high
HS-004125,LEAD-004125,high
HS-004126,LEAD-004126,high
HS-004127,LEAD-004127,high
HS-004128,LEAD-004128,high
HS-004129,LEAD-004129,high
HS-004130,LEAD-004130,high
HS-004131,LEAD-004131,high
HS-004132,LEAD-004132,high
HS-004133,LEAD-004133,high
HS-004134,LEAD-004134,high
HS-004135,LEAD-004135,high
HS-004136,LEAD-004136,high
HS-004137,LEAD-004137,high
HS-004138,LEAD-004138,high
HS-004139,LEAD-004139,high
HS-004140,LEAD-004140,high
HS-004141,LEAD-004141,high
HS-004142,,low
HS-004143,,low
HS-004144,LEAD-004144,high
HS-004145,LEAD-004145,high
HS-004146,LEAD-004146,high
HS-004147,LEAD-004147,high
HS-004148,LEAD-004148,high
HS-004149,LEAD-004149,high
HS-004150,LEAD-004150,high
HS-004151,LEAD-004151,high
HS-004152,LEAD-004152,high
HS-004153,,low
HS-004154,LEAD-004154,high
HS-004155,,low
HS-004156,LEAD-004156,high
HS-004157,LEAD-004157,high
HS-004158,LEAD-004158,high
HS-004159,LEAD-004159,high
HS-004160,LEAD-004160,high
HS-004161,LEAD-004161,high
HS-004162,LEAD-004162,high
HS-004163,LEAD-004163,high
HS-004164,LEAD-004164,high
HS-004165,LEAD-004165,high
HS-004166,LEAD-004166,high
HS-004167,LEAD-004167,high
HS-004168,LEAD-004168,high
HS-004169,LEAD-004169,high
HS-004170,LEAD-004170,high
HS-004171,LEAD-004171,high
HS-004172,,low
HS-004173,LEAD-004173,high
HS-004174,LEAD-004174,high
HS-004175,LEAD-004175,high
HS-004176,LEAD-004176,high
HS-004177,LEAD-004177,high
HS-004178,LEAD-004178,high
HS-004179,LEAD-004179,high
HS-004180,LEAD-004180,high
HS-004181,LEAD-004181,high
HS-004182,LEAD-004182,high
HS-004183,LEAD-004183,high
HS-004184,LEAD-004184,high
HS-004185,LEAD-004185,high
HS-004186,,low
HS-004187,LEAD-004187,high
HS-004188,,low
HS-004189,LEAD-004189,high
HS-004190,LEAD-004190,high
HS-004191,LEAD-004191,high
HS-004192,LEAD-004192,high
HS-004193,LEAD-004193,high
HS-004194,LEAD-004194,high
HS-004195,LEAD-004195,high
HS-004196,LEAD-004196,high
HS-004197,LEAD-004197,high
HS-004198,,low
HS-004199,LEAD-004199,high
HS-004200,LEAD-004200,high
HS-004201,LEAD-004201,high
HS-004202,LEAD-004202,high
HS-004203,LEAD-004203,high
HS-004204,LEAD-004204,high
HS-004205,LEAD-004205,high
HS-004206,LEAD-004206,high
HS-004207,,low
HS-004208,LEAD-004208,high
HS-004209,LEAD-004209,high
HS-004210,LEAD-004210,high
HS-004211,LEAD-004211,high
HS-004212,LEAD-004212,high
HS-004213,LEAD-004213,high
HS-004214,LEAD-004214,high
HS-004215,LEAD-004215,high
HS-004216,LEAD-004216,high
HS-004217,LEAD-004217,high
HS-004218,,low
HS-004219,LEAD-004219,high
HS-004220,LEAD-004220,high
HS-004221,,low
HS-004222,LEAD-004222,high
HS-004223,LEAD-004223,high
HS-004224,LEAD-004224,high
HS-004225,LEAD-004225,high
HS-004226,LEAD-004226,high
HS-004227,LEAD-004227,high
HS-004228,LEAD-004228,high
HS-004229,LEAD-004229,high
HS-004230,LEAD-004230,high
HS-004231,LEAD-004231,high
HS-004232,,low
HS-004233,,low
HS-004234,LEAD-004234,high
HS-004235,LEAD-004235,high
HS-004236,LEAD-004236,high
HS-004237,LEAD-004237,high
HS-004238,LEAD-004238,high
HS-004239,LEAD-004239,high
HS-004240,LEAD-004240,high
HS-004241,LEAD-004241,high
HS-004242,LEAD-004242,high
HS-004243,LEAD-004243,high
HS-004244,LEAD-004244,high
HS-004245,LEAD-004245,high
HS-004246,LEAD-004246,high
HS-004247,LEAD-004247,high
HS-004248,LEAD-004248,high
HS-004249,LEAD-004249,high
HS-004250,LEAD-004250,high
HS-004251,LEAD-004251,high
HS-004252,LEAD-004252,high
HS-004253,LEAD-004253,high
HS-004254,LEAD-004254,high
HS-004255,LEAD-004255,high
HS-004256,LEAD-004256,high
HS-004257,LEAD-004257,high
HS-004258,LEAD-004258,high
HS-004259,LEAD-004259,high
HS-004260,LEAD-004260,high
HS-004261,LEAD-004261,high
HS-004262,LEAD-004262,high
HS-004263,LEAD-004263,high
HS-004264,LEAD-004264,high
HS-004265,LEAD-004265,high
HS-004266,LEAD-004266,high
HS-004267,LEAD-004267,high
HS-004268,LEAD-004268,high
HS-004269,LEAD-004269,high
HS-004270,LEAD-004270,high
HS-004271,LEAD-004271,high
HS-004272,LEAD-004272,high
HS-004273,LEAD-004273,high
HS-004274,LEAD-004274,high
HS-004275,LEAD-004275,high
HS-004276,LEAD-004276,high
HS-004277,LEAD-004277,high
HS-004278,LEAD-004278,high
HS-004279,LEAD-004279,high
HS-004280,LEAD-004280,high
HS-004281,LEAD-004281,high
HS-004282,LEAD-004282,high
HS-004283,LEAD-004283,high
HS-004284,LEAD-004284,high
HS-004285,LEAD-004285,high
HS-004286,,low
HS-004287,LEAD-004287,high
HS-004288,LEAD-004288,high
HS-004289,LEAD-004289,high
HS-004290,LEAD-004290,high
HS-004291,LEAD-004291,high
HS-004292,LEAD-004292,high
HS-004293,LEAD-004293,high
HS-004294,LEAD-004294,high
HS-004295,LEAD-004295,high
HS-004296,LEAD-004296,high
HS-004297,LEAD-004297,high
HS-004298,LEAD-004298,high
HS-004299,LEAD-004299,high
HS-004300,LEAD-004300,high
HS-004301,LEAD-004301,high
HS-004302,LEAD-004302,high
HS-004303,LEAD-004303,high
HS-004304,LEAD-004304,high
HS-004305,LEAD-004305,high
HS-004306,LEAD-004306,high
HS-004307,LEAD-004307,high
HS-004308,LEAD-004308,high
HS-004309,,low
HS-004310,LEAD-004310,high
HS-004311,,low
HS-004312,LEAD-004312,high
HS-004313,LEAD-004313,high
HS-004314,LEAD-004314,high
HS-004315,LEAD-004315,high
HS-004316,LEAD-004316,high
HS-004317,LEAD-004317,high
HS-004318,LEAD-004318,high
HS-004319,LEAD-004319,high
HS-004320,LEAD-004320,high
HS-004321,LEAD-004321,high
HS-004322,LEAD-004322,high
HS-004323,LEAD-004323,high
HS-004324,LEAD-004324,high
HS-004325,LEAD-004325,high
HS-004326,,low
HS-004327,LEAD-004327,high
HS-004328,LEAD-004328,high
HS-004329,LEAD-004329,high
HS-004330,LEAD-004330,high
HS-004331,LEAD-004331,high
HS-004332,LEAD-004332,high
HS-004333,LEAD-004333,high
HS-004334,LEAD-004334,high
HS-004335,LEAD-004335,high
HS-004336,LEAD-004336,high
HS-004337,LEAD-004337,high
HS-004338,LEAD-004338,high
HS-004339,LEAD-004339,high
HS-004340,LEAD-004340,high
HS-004341,LEAD-004341,high
HS-004342,LEAD-004342,high
HS-004343,LEAD-004343,high
HS-004344,LEAD-004344,high
HS-004345,LEAD-004345,high
HS-004346,LEAD-004346,high
HS-004347,LEAD-004347,high
HS-004348,LEAD-004348,high
HS-004349,LEAD-004349,high
HS-004350,LEAD-004350,high
HS-004351,,low
HS-004352,LEAD-004352,high
HS-004353,,low
HS-004354,LEAD-004354,high
HS-004355,LEAD-004355,high
HS-004356,,low
HS-004357,LEAD-004357,high
HS-004358,LEAD-004358,high
HS-004359,LEAD-004359,high
HS-004360,,low
HS-004361,LEAD-004361,high
HS-004362,LEAD-004362,high
HS-004363,LEAD-004363,high
HS-004364,,low
HS-004365,LEAD-004365,high
HS-004366,LEAD-004366,high
HS-004367,LEAD-004367,high
HS-004368,LEAD-004368,high
HS-004369,LEAD-004369,high
HS-004370,LEAD-004370,high
HS-004371,LEAD-004371,high
HS-004372,LEAD-004372,high
HS-004373,LEAD-004373,high
HS-004374,LEAD-004374,high
HS-004375,LEAD-004375,high
HS-004376,LEAD-004376,high
HS-004377,LEAD-004377,high
HS-004378,LEAD-004378,high
HS-004379,LEAD-004379,high
HS-004380,LEAD-004380,high
HS-004381,,low
HS-004382,LEAD-004382,high
HS-004383,LEAD-004383,high
HS-004384,LEAD-004384,high
HS-004385,LEAD-004385,high
HS-004386,LEAD-004386,high
HS-004387,LEAD-004387,high
HS-004388,LEAD-004388,high
HS-004389,LEAD-004389,high
HS-004390,LEAD-004390,high
HS-004391,LEAD-004391,high
HS-004392,LEAD-004392,high
HS-004393,LEAD-004393,high
HS-004394,,low
HS-004395,LEAD-004395,high
HS-004396,LEAD-004396,high
HS-004397,LEAD-004397,high
HS-004398,LEAD-004398,high
HS-004399,LEAD-004399,high
HS-004400,LEAD-004400,high
HS-004401,LEAD-004401,high
HS-004402,LEAD-004402,high
HS-004403,LEAD-004403,high
HS-004404,LEAD-004404,high
HS-004405,LEAD-004405,high
HS-004406,LEAD-004406,high
HS-004407,LEAD-004407,high
HS-004408,LEAD-004408,high
HS-004409,LEAD-004409,high
HS-004410,LEAD-004410,high
HS-004411,LEAD-004411,high
HS-004412,LEAD-004412,high
HS-004413,LEAD-004413,high
HS-004414,LEAD-004414,high
HS-004415,LEAD-004415,high
HS-004416,LEAD-004416,high
HS-004417,LEAD-004417,high
HS-004418,LEAD-004418,high
HS-004419,LEAD-004419,high
HS-004420,LEAD-004420,high
HS-004421,LEAD-004421,high
HS-004422,LEAD-004422,high
HS-004423,LEAD-004423,high
HS-004424,LEAD-004424,high
HS-004425,LEAD-004425,high
HS-004426,LEAD-004426,high
HS-004427,LEAD-004427,high
HS-004428,LEAD-004428,high
HS-004429,LEAD-004429,high
HS-004430,LEAD-004430,high
HS-004431,LEAD-004431,high
HS-004432,LEAD-004432,high
HS-004433,,low
HS-004434,LEAD-004434,high
HS-004435,LEAD-004435,high
HS-004436,LEAD-004436,high
HS-004437,LEAD-004437,high
HS-004438,,low
HS-004439,LEAD-004439,high
HS-004440,LEAD-004440,high
HS-004441,LEAD-004441,high
HS-004442,,low
HS-004443,,low
HS-004444,LEAD-004444,high
HS-004445,LEAD-004445,high
HS-004446,LEAD-004446,high
HS-004447,LEAD-004447,high
HS-004448,LEAD-004448,high
HS-004449,LEAD-004449,high
HS-004450,LEAD-004450,high
HS-004451,LEAD-004451,high
HS-004452,LEAD-004452,high
HS-004453,LEAD-004453,high
HS-004454,LEAD-004454,high
HS-004455,LEAD-004455,high
HS-004456,,low
HS-004457,LEAD-004457,high
HS-004458,,low
HS-004459,LEAD-004459,high
HS-004460,LEAD-004460,high
HS-004461,LEAD-004461,high
HS-004462,LEAD-004462,high
HS-004463,LEAD-004463,high
HS-004464,LEAD-004464,high
HS-004465,LEAD-004465,high
HS-004466,LEAD-004466,high
HS-004467,LEAD-004467,high
HS-004468,,low
HS-004469,LEAD-004469,high
HS-004470,LEAD-004470,high
HS-004471,,low
HS-004472,LEAD-004472,high
HS-004473,LEAD-004473,high
HS-004474,LEAD-004474,high
HS-004475,LEAD-004475,high
HS-004476,LEAD-004476,high
HS-004477,LEAD-004477,high
HS-004478,LEAD-004478,high
HS-004479,LEAD-004479,high
HS-004480,LEAD-004480,high
HS-004481,LEAD-004481,high
HS-004482,LEAD-004482,high
HS-004483,LEAD-004483,high
HS-004484,LEAD-004484,high
HS-004485,LEAD-004485,high
HS-004486,LEAD-004486,high
HS-004487,LEAD-004487,high
HS-004488,LEAD-004488,high
HS-004489,LEAD-004489,high
HS-004490,LEAD-004490,high
HS-004491,LEAD-004491,high
HS-004492,LEAD-004492,high
HS-004493,LEAD-004493,high
HS-004494,,low
HS-004495,LEAD-004495,high
HS-004496,LEAD-004496,high
HS-004497,LEAD-004497,high
HS-004498,,low
HS-004499,,low
HS-004500,LEAD-004500,high
HS-004501,LEAD-004501,high
HS-004502,LEAD-004502,high
HS-004503,LEAD-004503,high
HS-004504,LEAD-004504,high
HS-004505,LEAD-004505,high
HS-004506,LEAD-004506,high
HS-004507,LEAD-004507,high
HS-004508,LEAD-004508,high
HS-004509,LEAD-004509,high
HS-004510,LEAD-004510,high
HS-004511,LEAD-004511,high
HS-004512,LEAD-004512,high
HS-004513,,low
HS-004514,LEAD-004514,high
HS-004515,LEAD-004515,high
HS-004516,LEAD-004516,high
HS-004517,LEAD-004517,high
HS-004518,LEAD-004518,high
HS-004519,LEAD-004519,high
HS-004520,LEAD-004520,high
HS-004521,LEAD-004521,high
HS-004522,LEAD-004522,high
HS-004523,LEAD-004523,high
HS-004524,LEAD-004524,high
HS-004525,LEAD-004525,high
HS-004526,LEAD-004526,high
HS-004527,LEAD-004527,high
HS-004528,LEAD-004528,high
